s,Re_Hz,Ri_Hz,r0_Hz,chi_Re0,chi_Ri0,pred_C12_per_ms,sim_C12_per_ms
0.22,1320.0,440.0,0.009748168105074853,0.000258740671311568,-9.123795038377368e-05,9.203241016750641e-09,0.0
0.255,1530.0,510.0,0.26774085716537976,0.004048217831817974,-0.0018637867649835666,2.6845331012906233e-06,0.0
0.29000000000000004,1740.0000000000002,580.0000000000001,1.9789281921716706,0.017435728455819068,-0.009387007276666918,5.8007527586107704e-05,0.0
0.325,1950.0000000000002,650.0,6.3580480263163155,0.033066290728804244,-0.019481353105587507,0.00023787802132315008,0.0
0.36,2160.0,720.0,12.72615954925024,0.04138651705766251,-0.02567515376294436,0.0004174376330335253,0.0
0.395,2370.0,790.0,19.8638619201663,0.04390188113627982,-0.02801659661413356,0.0005187973598323452,0.0
0.43000000000000005,2580.0,860.0000000000001,27.139695332356688,0.0440485961484088,-0.028508655702511113,0.0005704878729395,0.0
0.465,2790.0,930.0,34.347018263040454,0.04349730293054077,-0.028319402339295266,0.0006024572211060175,0.0
0.5,3000.0,1000.0,41.44224486711731,0.042831344604362526,-0.027927536931814864,0.0006283519560930849,8.077935669463161e-32
